,Dialogue
46192,"[JOEY & ROSS LAUGHING]
"
46193,"I don't sound like that.
"
46194,"- Oh, oh. Chandler.
"
46195,"- Oh. Yeah, you do.
"
46196,"""The hills are alive with the sound...
"
46197,"...of music.""
"
46198,"""My scone!""
"
46199,"ROSS, JOEY & PHOEBE:
"
46200,"""My scone!""
"
46201,"[ALL LAUGHING]
"
46202,"Okay, I don't sound like that.
"
46203,"That is so not true.
"
46204,"[BOTH LAUGHING]
"
46205,"That is so not... That is so not... That...
"
46206,"Oh, shut up.
"
46207,"Ha, ha. You did not.
"
46208,"I am telling you, up until I was 9...
"
46209,"...I thought gunpoint was an actual place
"
46210,"where crimes happened.
"
46211,"- Ha, ha. How is that possible?
"
46212,"- Think about it. It's always on the news.
"
46213,"""A man is being held up at Gunpoint.""
"
46214,"""Tourists are being terrorized
"
46215,"at Gunpoint.""
"
46216,"And I just kept thinking,
"
46217,"""Why do people continue to go there?""
"
46218,"Oh, ah.
"
46219,"- I should go.
"
46220,"- Okay.
"
46221,"Okay.
"
46222,"- Unless...
"
46223,"- What?
"
46224,"Uh, unless you wanna stay over.
"
46225,"I mean, I'm going to. So...
"
46226,"[BOTH CHUCKLE]
"
46227,"Yeah, I'd really like that.
"
46228,"Uh, before we get into
"
46229,"any staying-over stuff...
"
46230,"...there's something you should know.
"
46231,"Okay. Is this like
"
46232,"""I have an early class tomorrow""...
"
46233,"...or ""I'm secretly married to a goat""?
"
46234,"Well, it's somewhere in between.
"
46235,"You see, in a strictly technical sense,
"
46236,"of course, I'm not, uh...
"
46237,"Well, I mean, I haven't ever, um...
"
46238,"- Ethan?
"
46239,"- Yeah?
"
46240,"Are you a virgin?
"
46241,"Well, if that's what you kids
"
46242,"are calling it these days...
"
46243,"...then yes, I am.
"
46244,"I, uh... I've kind of been waiting
"
46245,"for the right person.
"
46246,"- Really?
"
46247,"- Yeah.
"
46248,"You do know
"
46249,"I was talking about you, right?
"
46250,"Wow.
"
46251,"You keep saying that.
"
46252,"You know, you read about it.
"
46253,"You see it in the movies.
"
46254,"Even when you practice it at home,
"
46255,"man, oh, man...
"
46256,"...it is nothing like that.
"
46257,"Oh.
"
46258,"[ETHAN MOANING]
"
46259,"Listen, listen.
"
46260,"Um, you told me something
"
46261,"that was really difficult for you.
"
46262,"And, um, well, I figure if you can be honest,
"
46263,"then I can too.
"
46264,"- Oh, God, don't tell me I did it wrong.
"
46265,"- No.
"
46266,"- No, no, no.
"
46267,"- Oh.
"
46268,"- Nothing wrong about that.
"
46269,"- Oh. Ha, ha.
"
46270,"Um, okay. Here goes.
"
46271,"I'm not 22.
"
46272,"I'm 25.
"
46273,"And 13 months.
"
46274,"Huh.
"
46275,"But I figure, you know,
"
46276,"that shouldn't change anything.
"
46277,"I mean, what the hell does it matter
"
46278,"how old we are?
"
46279,"Listen, um...
"
46280,"...as long as we're telling stuff, uh...
"
46281,"...I have another one for you.
"
46282,"I'm a little younger than I said.
"
46283,"You're not a senior?
"
46284,"Oh, I'm a senior.
"
46285,"In high school.
"
46286,"Okay.
"
46287,"What we did was wrong.
"
46288,"Oh, God. I just had sex with someone
"
46289,"who wasn't alive during the bicentennial.
"
46290,"I just had sex.
"
46291,"Ethan, focus. How could you not tell me?
"
46292,"- You never told me how old you were.
"
46293,"- That's different.
"
46294,"My lie didn't make one of us a felon
"
46295,"in 48 states.
"
46296,"- What were you thinking?
"
46297,"- I wasn't thinking. I was busy falling...
"
46298,"- Don't say it.
"
46299,"...in love with you.
"
46300,"Really?
"
46301,"Sorry.
"
46302,"Well, fall out of it.
"
46303,"You know, you shouldn't even be here.
"
46304,"It's a school night.
"
46305,"Oh, God. Oh, God.
"
46306,"I'm like those women that you see
"
46307,"with shiny guys named Chad.
"
46308,"I'm Joan Collins.
"
46309,"Who?
"
46310,"Okay, Andre should be there
"
46311,"in about 45 minutes.
"
46312,"Alrighty. Bye-bye.
"
46313,"Ahem. It's just easier that way.
"
46314,"Oh, come on.
"
46315,"You told me about the last dream.
"
46316,"No. Forget it.
"
46317,"Well, why not?
"
46318,"Was I doing something particularly saucy?
"
46319,"All right, fine. Um...
"
46320,"Well, you were not the only one there.
"
46321,"Joey was there too.
"
46322,"All right.
"
46323,"Was there, uh, heh...
"
46324,"...anybody else there?
"
46325,"- No.
"
46326,"- You sure?
"
46327,"Nobody, uh, handing out mints
"
46328,"or anything?
"
46329,"No, it was just the three of us.
"
46330,"Oh.
"
46331,"So tell me, was it like you and Chandler
"
46332,"and then you and me...
"
46333,"...or you and me and Chandler?
"
46334,"[CHUCKLES]
"
46335,"- You know what?
"
46336,"- What?
"
46337,"There were times...
"
46338,"...when it wasn't even me.
"
46339,"[BOTH CHUCKLING]
"
46340,"That is so sweet, you guys.
"
46341,"ROSS: Hey, Mon.
"
46342,"RACHEL: Mon.
"
46343,"Mon, Ethan called again.
"
46344,"Mon?
"
46345,"ALL:
"
46346,"Mon!
"
46347,"- What?
"
46348,"- Ethan called again.
"
46349,"Oh.
"
46350,"- You're not seeing him anymore?
"
46351,"- No.
"
46352,"You know,
"
46353,"sometimes just things don't work out.
"
46354,"And this has nothing to do with the fact
"
46355,"that he needs a note to get out of gym?
"
46356,"I didn't say any...
"
46357,"I did not say anything, I swear.
"
46358,"He stopped by.
"
46359,"JOEY:
"
46360,"Next time you talk to him...
"
46361,"...could you ask him which one
"
46362,"the strongest Power Ranger is?
"
46363,"[MONICA LAUGHING]
"
46364,"Oh, my life is just so amusing. Heh, heh.
"
46365,"Can we drop it now?
"
46366,"Sorry. Sorry.
"
46367,"It's morphing time.
"
46368,"- Stegosaurus!
"
46369,"- Tyrannosaurus!
"
46370,"[GUYS YELLING]
"
46371,"Ooh. Oh, I gotta go.
"
46372,"Whoa. Ooh, head rush. Oh.
"
46373,"One more and then I have to go.
"
46374,"Cool. Ha, ha.
"
46375,"Where you going?
"
46376,"Oh, I got a birthday party
"
46377,"with some work people.
"
46378,"Work people?
"
46379,"- Nobody told me.
"
46380,"- No, I know.
"
46381,"That's part of the whole, you know,
"
46382,"them-not-liking-you extravaganza.
"
46383,"Know what? I don't get this.
"
46384,"A month ago, these people were my friends.
"
46385,"Just because I'm in charge,
"
46386,"doesn't mean I'm a different person.
"
46387,"Well, then you should come tonight,
"
46388,"just hang out with them.
"
46389,"Let them see
"
46390,"what a great guy you still are.
"
46391,"- You think I should?
"
46392,"- I really do, yeah.
"
46393,"- Okay. Okay.
"
46394,"PHOEBE: Okay.
"
46395,"Oh, but, um, could we not go together?
"
46396,"I don't wanna be the geek
"
46397,"who invited the boss, you know?
"
46398,"CHANDLER:
"
46399,"I think last night was great.
"
46400,"You know, the karaoke thing?
"
46401,"Tracy and I doing ""Ebony and lvory""?
"
46402,"- Mm-hm.
"
46403,"- Ha, ha.
"
46404,"You were great.
"
46405,"But they still made fun of you.
"
46406,"- What?
"
46407,"- Now you're more like Mr. Caring-Boss.
"
46408,"Mr. ""I'm-One-of-You""-Boss.
"
46409,"Mr. ""I-Wanna-Be-Your-Buddy""-
"
46410,"Boss-Man-Bing.
"
46411,"Then I don't get it.
"
46412,"Well, you know what, Chandler?
"
46413,"I think you just gotta face it.
"
46414,"You're, like, the guy in the big office,
"
46415,"you know?
"
46416,"You're the one that hires them
"
46417,"and fires them.
"
46418,"- They still say you're a great boss.
"
46419,"- They do?
"
46420,"Uh-huh.
"
46421,"But they're not your friends anymore.
"
46422,"- But I just want to...
"
46423,"- No, but you can't.
"
46424,"- But I just want...
"
46425,"- Ah-ah.
"
46426,"[BEEPER BEEPING]
"
46427,"Aren't you gonna...?
"
46428,"Oh, Carol and I have a new system.
"
46429,"If she punches in ""911,""
"
46430,"it means she's having a baby.
"
46431,"- Otherwise, I just ignore it.
"
46432,"- What about Andre?
"
46433,"This morning he got a call
"
46434,"from what I think was our cousin Nathan.
"
46435,"And frankly,
"
46436,"it was a little more than I needed to know.
"
46437,"Hey.
"
46438,"That was gonna be my opener.
"
46439,"Hey, did you guys check out
"
46440,"those new hand dryers in the bathroom?
"
46441,"- I thought that was just a rumor.
"
46442,"RACHEL: True story.
"
46443,"All right, look, I gotta tell you something.
"
46444,"I'm not 17.
"
46445,"I only said that
"
46446,"so you'd think I was cute and vulnerable.
"
46447,"I'm actually 30.
"
46448,"I have a wife. I have a job.
"
46449,"I'm your congressman.
"
46450,"Monica, this is ridiculous.
"
46451,"We are great together.
"
46452,"We can talk, we make each other laugh.
"
46453,"And the sex. Oh, man.
"
46454,"Okay, I have no frame of reference,
"
46455,"but I thought that was great.
"
46456,"- It was.
"
46457,"- Then what's the problem?
"
46458,"Ethan, it's, um...
"
46459,"It's icky.
"
46460,"Icky?
"
46461,"You're actually gonna throw this away
"
46462,"because it's icky?
"
46463,"Look, this isn't easy for me either.
"
46464,"I wish things were different.
"
46465,"If you were a few years older
"
46466,"or I was a few years younger...
"
46467,"...or we lived in biblical times...
"
46468,"...I could really...
"
46469,"- No, don't say it.
"
46470,"- Love you.
"
46471,"- Are your hands still wet?
"
46472,"- They're moist.
"
46473,"- Yeah, right? Ahem.
"
46474,"- Let's dry them again.
"
46475,"Or, like, ""Could these margaritas
"
46476,"be any stronger?""
"
46477,"- Hey, Chandler.
"
46478,"- Hello, Mr. Bing.
"
46479,"Loved your Stevie Wonder last night.
"
46480,"Thanks. Listen, about the weekly numbers,
"
46481,"I'm gonna need them on my desk...
"
46482,"...by 9:00.
"
46483,"SANTOS: Sure.
"
46484,"- No problem.
"
46485,"You have to give them something,
"
46486,"you know?
"
46487,"Okay, that was Gerston, Santos,
"
46488,"and who's the guy with the mustache?
"
46489,"- Petrie.
"
46490,"- Petrie. Right, right, okay.
"
46491,"Well, some people
"
46492,"are gonna be working...
"
46493,"...this weekend.
"
46494,"[MUSIC PLAYING ON TV]
"
46495,"[MOANING]
"
46496,"RACHEL:
"
46497,"Oh, that's nice.
"
46498,"[MOANING]
"
46499,"Ross.
"
46500,"- Ross?
"
46501,"- I'm here.
"
46502,"You are?
"
46503,"Uh... Ahem.
"
46504,"[STAMMERS]
"
46505,"We were just...
"
46506,"- Wow.
"
46507,"- What?
"
46508,"[BEEPER BEEPING]
"
46509,"Heh. Great. Now I'm having a baby.
"
46510,"- What?
"
46511,"- Oh!
"
46512,"- No. I'm having... I'm having a baby!
"
46513,"- Oh. Oh!
"
46514,"- Oh, my God.
"
46515,"- I'm having a...!
"
46516,"- The phone, the phone!
"
46517,"- The phone. I don't have the phone. Aah!
"
46518,"- Ross?
"
46519,"- I'm hurt.
"
46520,"Monica, let's go.
"
46521,"Come on, now, people. Woman in labor.
"
46522,"- Hey, Ross, look what I got going here.
"
46523,"- Yeah, save it for the cab, okay?
"
46524,"What are you doing?
"
46525,"We're going to a hospital.
"
46526,"What, so I can't look nice?
"
46527,"There might be doctors there.
"
46528,"- Joey, get out of the fridge.
"
46529,"JOEY: All right, all right.
"
46530,"- What is that?
"
46531,"- For the ride.
"
46532,"- Yeah, like in a cab you...
"
46533,"- Save it.
"
46534,"- Okay, hating this.
"
46535,"- Monica, come on, now. Let's go.
"
46536,"Baby coming. God.
"
46537,"[CRYING]
"
46538,"I can't believe it. I'm gonna be an aunt.
"
46539,"- Oh, that's...
"
46540,"- I'm gonna have a nephew.
"
46541,"Oh, that's nice. Get out.
"
46542,"- Come on.
"
46543,"- Let's go, come on.
"
46544,"RACHEL:
"
46545,"Okay. Okay.
"
46546,"JOEY:
"
46547,"All right, all right, I'm going, I'm going.
"
46548,"- Here we go. Here we go.
"
46549,"- Rossy. Rossy.
"
46550,"[ALL CHATTERING]
"
46551,"WOMAN [OVER PA]:
"
46552,"Dr. Johnson, you have a call on line 7.
"
46553,"She's not here yet.
"
46554,"She's having my baby and she's not here.
"
46555,"- Everything's fine. Has her water broken?
"
46556,"- I don't know.
"
46557,"But when I spoke to her, she said
"
46558,"she'd already passed the mucus plug.
"
46559,"[GROANS]
"
46560,"Do we have to know about that?
"
46561,"What are you gonna do
"
46562,"when you have a baby?
"
46563,"I'm gonna be in the waiting room,
"
46564,"handing out cigars.
"
46565,"Yes, Joey's made arrangements
"
46566,"to have his baby in a movie from the '50s.
"
46567,"Aah, I don't believe this. I mean,
"
46568,"she could be giving birth in the cab.
"
46569,"Oh, Ross, relax.
"
46570,"It's only like $2 for the first contraction...
"
46571,"...and then 50 cents
"
46572,"each additional contraction.
"
46573,"What, it's okay when Chandler does it?
"
46574,"You have to pick your moments.
"
46575,"- Hi. Did I miss it? Did I miss it?
"
46576,"- No, she's not even here yet.
"
46577,"- Oh.
"
46578,"MONICA: What's with the guitar?
"
46579,"I just thought we might be here for a while,
"
46580,"so, you know, things might get musical.
"
46581,"[ROSS SHOUTS]
"
46582,"ROSS: Hey, where the hell have you been?
"
46583,"- We stopped at the gift shop.
"
46584,"I was looking at stuffed animals,
"
46585,"and Susan wanted a Chunky.
"
46586,"Susan wanted a... You're having a baby.
"
46587,"A baby. You don't stop for Chunkys.
"
46588,"- I used to have that bumper sticker.
"
46589,"- Ha, ha.
"
46590,"You see what I mean?
"
46591,"- ""Stopped for a Chunky.""
"
46592,"- Let it go, Ross.
"
46593,"I got an extra one. You want this?
"
46594,"No.
"
46595,"Hey, how's my favorite
"
46596,"parenting team doing?
"
46597,"Dr. Franzblau. Hi.
"
46598,"So I understand you're thinking
"
46599,"of having a baby.
"
46600,"Wow.
"
46601,"I see you're nine months pregnant.
"
46602,"That's a good start.
"
46603,"[CAROL CHUCKLES]
"
46604,"- How you doing with your contractions?
"
46605,"- Oh, I love them.
"
46606,"Each one's like a little party in my uterus.
"
46607,"Ha, ha. They're every four minutes
"
46608,"and last 55 seconds.
"
46609,"Fifty-nine seconds. Quartz. Ha.
"
46610,"Swiss quartz. Ha, ha.
"
46611,"- Am I allowed to drink anything?
"
46612,"- Ice chips, just ice chips.
"
46613,"- They're at the nurses' station.
"
46614,"- I'll get them.
"
46615,"SUSAN: No, I'm getting it. Be right back.
"
46616,"- No, I got it. I'm getting it.
"
46617,"Hi. Thought you might like
"
46618,"some ice chips.
"
46619,"CAROL:
"
46620,"Thanks.
"
46621,"And if you need anything else, I...
"
46622,"...do not believe we have met. Hi.
"
46623,"I'm Rachel Green.
"
46624,"I'm Carol's ex-husband's
"
46625,"sister's roommate. Ha, ha.
"
46626,"It's nice to meet you. I'm Dr. Franzblau.
"
46627,"I'm your roommate's brother's
"
46628,"ex-wife's obstetrician.
"
46629,"[LAUGHS]
"
46630,"Oh, that's funny.
"
46631,"I want a baby.
"
46632,"Hmm. Not tonight, honey.
"
46633,"I got an early day tomorrow.
"
46634,"Get up. Come on, let's get some coffee.
"
46635,"Oh, okay, because we never do that.
"
46636,"Shoot, shoot, shoot.
"
46637,"Or just fall down. That's good too.
"
46638,"LYDIA: Knick fan?
"
46639,"JOEY: Oh, yeah.
"
46640,"- Oh, boy, do they suck.
"
46641,"- Hey, listen, lady, I...
"
46642,"Whoa.
"
46643,"Look. Look at your man Ewing.
"
46644,"Nice shot.
"
46645,"You know, he couldn't hit water
"
46646,"if he was standing on a boat.
"
46647,"Oh, yeah? And who do you like?
"
46648,"- Celtics.
"
46649,"- Celtics? Ha!
"
46650,"They couldn't hit a boat if... Wait.
"
46651,"They suck, all right?
"
46652,"Shut up.
"
46653,"You know, it's a rebuilding year. You...
"
46654,"- Aah! Aah!
"
46655,"- Oh. Aah.
"
46656,"Uh, let me get the father. Hey!
"
46657,"We need a father over here!
"
46658,"We need a father!
"
46659,"There's no father.
"
46660,"Oh. Oh.
"
46661,"Oh, sorry.
"
46662,"Oh, that's okay. I'm fine. I'm...
"
46663,"- Oh!
"
46664,"- Oh, uh...
"
46665,"Okay. All right. Uh, right this way.
"
46666,"All the other pregnant women
"
46667,"seem to be going in here.
"
46668,"Okay.
"
46669,"[PLAYING FOLK MUSIC]
"
46670,"[SINGING] They're tiny and chubby
"
46671,"And so sweet to touch
"
46672,"But soon they'll grow up
"
46673,"And resent you so much
"
46674,"Now they're yelling at you
"
46675,"And you don't know why
"
46676,"And you cry and you cry and you cry
"
46677,"- Thanks, Ross.
"
46678,"- Yeah. I'm paying you to stop.
"
46679,"Okay.
"
46680,"Oh, look, twins. Hi, guys. Oh, cute, cute.
"
46681,"No fair. I don't even have one.
"
46682,"How come they get two?
"
46683,"- You'll get one.
"
46684,"- Oh, yeah? When?
"
46685,"CHANDLER:
"
46686,"I'll tell you what.
"
46687,"When we're 40,
"
46688,"if neither of us are married...
"
46689,"...what do you say you and I have one?
"
46690,"Why won't I be married when I'm 40?
"
46691,"Oh, no, no, no.
"
46692,"I just meant hypothetically.
"
46693,"Okay, hypothetically,
"
46694,"why won't I be married when I'm 40?
"
46695,"- No, no, no.
"
46696,"- No, no, what is it? Seriously.
"
46697,"Is there something
"
46698,"fundamentally unmarriable about me?
"
46699,"- Uh... Uh...
"
46700,"- Well?
"
46701,"Dear God. This parachute is a knapsack.
"
46702,"- Hey.
"
46703,"- Hey. Ooh.
"
46704,"- Look at you, dressy-dress.
"
46705,"- Yeah.
"
46706,"Did you go home and change?
"
46707,"Yeah, well, it's an important day.
"
46708,"I wanna look nice.
"
46709,"Um, has Dr. Franzblau been by?
"
46710,"No, I haven't seen him.
"
46711,"Well, where is he?
"
46712,"He is supposed to be here.
"
46713,"What if the baby needs him?
"
46714,"Rachel, what is the deal
"
46715,"with you and doctors?
"
46716,"- Is, like, your father a doctor?
"
46717,"- Yeah. Why?
"
46718,"No reason.
"
46719,"Mom, we've been through this.
"
46720,"No, I am not calling him.
"
46721,"I don't care if it is his kid.
"
46722,"The guy's a jerk.
"
46723,"No, I am not alone. Joey's here.
"
46724,"What do you mean, ""Joey who?""
"
46725,"[MOUTHS]
"
46726,"Joey who?
"
46727,"- Tribbiani.
"
46728,"- Joey Tribbiani.
"
46729,"Yes. Okay. Hold on.
"
46730,"- She wants to talk to you.
"
46731,"- No.
"
46732,"Take the phone.
"
46733,"Hi. Yeah, it's me.
"
46734,"[JOEY CHUCKLES]
"
46735,"Oh, no, no, no. We're just friends. Yeah.
"
46736,"Yeah, I'm single.
"
46737,"Twenty-five.
"
46738,"An actor.
"
46739,"Hello?
"
46740,"- She's not much of a phone person.
"
46741,"- Yeah.
"
46742,"So, uh, what's the deal
"
46743,"with this father guy?
"
46744,"I mean, if someone was having my baby
"
46745,"somewhere, I'd wanna know about it.
"
46746,"Hey, Knick fan, am I interested
"
46747,"in your views on fatherhood? Um, no.
"
46748,"Okay. Uh, look, maybe I should just go.
"
46749,"- Maybe you should.
"
46750,"- Good luck.
"
46751,"And, uh, take care, huh?
"
46752,"Know what the Celtics' problem is?
"
46753,"They let the players run the team.
"
46754,"Oh, that is so not true.
"
46755,"- Oh, it is. It is.
"
46756,"- It isn't. Isn't.
"
46757,"- Breathe. Breathe. Breathe.
"
46758,"- Breathe. Breathe. Breathe.
"
46759,"You're gonna kill me!
"
46760,"- Fifteen more seconds. Fourteen, 13, 12...
"
46761,"- Count faster.
"
46762,"It's gonna be okay. We're doing it for Jordy.
"
46763,"Keep focusing on Jordy.
"
46764,"Who the hell is Jordy?
"
46765,"- Your son.
"
46766,"- Whoa, whoa whoa.
"
46767,"I don't have a son named Jordy.
"
46768,"We all agreed, my son's name is Jamie.
"
46769,"Well, Jamie was the name
"
46770,"of Susan's first girlfriend...
"
46771,"...so we went back to Jordy.
"
46772,"Whoa, whoa, whoa.
"
46773,"What do you mean, ""back to Jordy""?
"
46774,"We never landed on Jordy.
"
46775,"We just passed by it
"
46776,"during the whole Jesse/Cody/Dillon fiasco.
"
46777,"Ow, ow, ow!
"
46778,"- What? What? What?
"
46779,"- Leg cramp, leg cramp.
"
46780,"ROSS: I got it. I got it.
"
46781,"- I got it. I'm doing it.
"
46782,"You get to sleep with her.
"
46783,"I get the cramps.
"
46784,"No, you don't.
"
46785,"- That is it. I want both of you out.
"
46786,"- What?
"
46787,"- She started it.
"
46788,"- He started it.
"
46789,"I don't care.
"
46790,"I'm trying to get a person
"
46791,"out of my body here...
"
46792,"...and you're not making it any easier.
"
46793,"Now go!
"
46794,"- Thanks a lot.
"
46795,"- See what you did?
"
46796,"- Yeah. Listen...
"
46797,"- Out.
"
46798,"Breathe. Breathe. Breathe.
"
46799,"Oh, no.
"
46800,"Ew.
"
46801,"What is that? Something exploded.
"
46802,"It's just her water breaking.
"
46803,"Calm down, will you?
"
46804,"Water breaking? What do you mean?
"
46805,"What's that, water breaking?
"
46806,"Breathe. Breathe. Breathe.
"
46807,"- Oh, please. This is so your fault.
"
46808,"- How? How is this my fault?
"
46809,"Look, Carol never threw me out of a room
"
46810,"before you came along.
"
46811,"Well, there's a lot of things Carol never did
"
46812,"before I came along.
"
46813,"- Are you trying to be clever?
"
46814,"- You are so threatened by me.
"
46815,"- Everything I say is a problem.
"
46816,"PHOEBE: Hey, hey, hey. Okay. All right.
"
46817,"That's it. Get in here. Come on.
"
46818,"My God, you guys. I don't believe you.
"
46819,"There are children coming into the world
"
46820,"in this very building...
"
46821,"...and your fighting noises are not
"
46822,"the first thing they should be hearing.
"
46823,"So just stop all the yelling! Just stop it!
"
46824,"Yeah, Susan.
"
46825,"Don't make me do this again!
"
46826,"I don't like my voice like this!
"
46827,"Okay, who wants to hear
"
46828,"something ironic?
"
46829,"PHOEBE & SUSAN:
"
46830,"Help!
"
46831,"ROSS: Come on!
"
46832,"PHOEBE & SUSAN: Help!
"
46833,"ROSS: I'm having a baby in there!
"
46834,"SUSAN: Hello?
"
46835,"- Help!
"
46836,"ROSS: Okay, everyone stand back.
"
46837,"Ow.
"
46838,"Are they here yet?
"
46839,"No, honey, but don't worry,
"
46840,"we're gonna find them.
"
46841,"And until we do,
"
46842,"we are all here for you, okay?
"
46843,"- Okay. Okay.
"
46844,"RACHEL: Okay?
"
46845,"Anyway, you were telling me about Paris.
"
46846,"It sounds wonderful.
"
46847,"It really was. There was this
"
46848,"great little pastry shop right by my hotel...
"
46849,"[CAROL YELLING]
"
46850,"There you go, dear. You...
"
46851,"Come on, Lydia, you can do it. Push.
"
46852,"Push him out, push him out.
"
46853,"Harder, harder.
"
46854,"Push him out, push him out. Way out.
"
46855,"Let's get that ball and really move.
"
46856,"Hey, hey. Ho, ho.
"
46857,"Let's get...
"
46858,"I was just... Yeah, okay.
"
46859,"Push, push, push.
"
46860,"What are you gonna do,
"
46861,"suck the door open?
"
46862,"- Help! Help! Help!
"
46863,"- Help!
"
46864,"[SINGING] And they found their bodies
"
46865,"The very next day
"
46866,"And they found their bodies
"
46867,"The very next...
"
46868,"La, la, la, la, la, la
"
46869,"ROSS & SUSAN:
"
46870,"Help!
"
46871,"No, Mom, everything's going fine, really.
"
46872,"Yeah, Ross is great. He's, uh...
"
46873,"He's in a whole other place. Yeah.
"
46874,"No, he's gone.
"
46875,"No, no, you don't have to fly back.
"
46876,"Really.
"
46877,"What do you mean,
"
46878,"this might be your only chance?
"
46879,"Oh. Would you stop? I'm only 26.
"
46880,"I'm not even thinking about babies yet.
"
46881,"[BABY COOING]
"
46882,"[SOBBING]
"
46883,"[CHANDLER MIMICS
"
46884,"STATIC CRACKLING]
"
46885,"- Where have you been?
"
46886,"JOEY: Oh, I just had a baby.
"
46887,"Mazel tov.
"
46888,"I don't know.
"
46889,"It could be an hour, it could be three.
"
46890,"But relax, she's doing great.
"
46891,"So, uh, tell me,
"
46892,"are you currently involved with anyone?
"
46893,"No. No, not at...
"
46894,"At the moment, no, I'm not, no.
"
46895,"- Are you?
"
46896,"- No, no.
"
46897,"It's hard enough to get women
"
46898,"to go out with me.
"
46899,"Heh. Right, yeah,
"
46900,"I've heard that about cute doctors.
"
46901,"No, no, really.
"
46902,"I suppose it's because
"
46903,"I spend so much time, you know...
"
46904,"...where I do.
"
46905,"- Oh.
"
46906,"- Mm.
"
46907,"I try not to let work affect my personal life,
"
46908,"but it's hard when you do...
"
46909,"...what I do. It's like, uh...
"
46910,"Well, for instance, what do you do?
"
46911,"- I'm a waitress.
"
46912,"- Okay, all right.
"
46913,"Well, aren't there times when you come
"
46914,"home at the end of the day...
"
46915,"...and you're just like,
"
46916,"""If I see one more cup of coffee...""
"
46917,"Ahem. Yeah. Gotcha.
"
46918,"- I'm gonna check up on your friend.
"
46919,"- Okay, that's fine.
"
46920,"- So how did you know I was even here?
"
46921,"ROY: Your mom called me.
"
46922,"So is this her?
"
46923,"No, this is a loaner.
"
46924,"Listen, I'm sorry you had to do this
"
46925,"by yourself.
"
46926,"Oh. I wasn't by myself.
"
46927,"I had a doctor, a nurse and a helper guy.
"
46928,"So did you see who won the game?
"
46929,"Yeah, Knicks by 10. They suck.
"
46930,"Eh, they're not so bad.
"
46931,"ROSS:
"
46932,"Come on. Come on.
"
46933,"Damn it, damn it, damn it.
"
46934,"This is all your fault.
"
46935,"This is supposed to be, like,
"
46936,"the greatest day of my life.
"
46937,"My son is being born,
"
46938,"and I should be in there, you know?
"
46939,"Instead I'm stuck in a closet with you.
"
46940,"I've been waiting for this
"
46941,"just as much as you have.
"
46942,"Believe me, no one has been waiting
"
46943,"for this as much as I have, okay?
"
46944,"And you know what the funny thing is?
"
46945,"When this day is over,
"
46946,"you get to go home with the baby.
"
46947,"- Where does that leave me?
"
46948,"- You get to be the father.
"
46949,"Everyone knows who you are. Who am I?
"
46950,"There's Father's Day. There's Mother's Day.
"
46951,"There's no Lesbian Lover Day.
"
46952,"Every day is Lesbian Lover Day.
"
46953,"This is so great.
"
46954,"You wanna explain that?
"
46955,"I mean, well, because when I was
"
46956,"growing up, you know, my dad left...
"
46957,"...and my mother died,
"
46958,"and my stepfather went to jail.
"
46959,"So I barely had enough pieces of parents
"
46960,"to make one whole one.
"
46961,"And here's this little baby
"
46962,"who has like three whole parents...
"
46963,"...who care about it so much that they fight
"
46964,"over who gets to love it the most...
"
46965,"...and it's not even born yet.
"
46966,"It's just the luckiest baby
"
46967,"in the whole world.
"
46968,"I'm sorry. You were fighting.
"
46969,"Where are they?
"
46970,"- I'm sure they'll be here soon.
"
46971,"- They wouldn't miss this.
"
46972,"Relax. You're only at nine centimeters,
"
46973,"and the baby's at zero station.
"
46974,"Okay, you are really frightening me.
"
46975,"[CAROL SCREAMS]
"
46976,"Somebody wanna help me?
"
46977,"Trying to rip out my heart.
"
46978,"Uh... Oh, that's great.
"
46979,"Anybody seen a nipple?
"
46980,"All right. Ten centimeters. Here we go.
"
46981,"- All right, honey, time to start pushing.
"
46982,"- But they're not here yet.
"
46983,"Sorry, I can't tell the baby
"
46984,"to wait for them.
"
46985,"Oh, God.
"
46986,"[ROSS GRUNTS]
"
46987,"Okay, got the vent open.
"
46988,"Hi, I'm Ben.
"
46989,"[CHUCKLES]
"
46990,"I'm hospital worker Ben.
"
46991,"It's Ben to the rescue.
"
46992,"- [SINGING] La, la, la
"
46993,"- Okay, okay, okay.
"
46994,"- Ben, you ready?
"
46995,"- Yeah.
"
46996,"- All right, give me your foot.
"
46997,"- Okay.
"
46998,"- Okay, on three, Ben. One, two, three. Unh.
"
46999,"PHOEBE: Ooh.
"
47000,"- Come on, Ben. Okay. That's it, Ben.
"
47001,"PHOEBE: Okay. Uh-huh.
"
47002,"SUSAN:
"
47003,"What do you see?
"
47004,"PHOEBE: Well, Susan,
"
47005,"I see what appears to be a dark vent.
"
47006,"Wait.
"
47007,"Yes, it is, in fact, a dark vent.
"
47008,"[ROSS & SUSAN GASPING]
"
47009,"Pheebs, it's open! It's open!
"
47010,"Wait! You forgot your legs!
"
47011,"ALL: Push. Push.
"
47012,"- We're here!
"
47013,"[ALL SHOUTING INDISTINCTLY]
"
47014,"ROSS: We're here.
"
47015,"- Where have you been?!
"
47016,"Long story, honey.
"
47017,"FRANZBLAU:
"
47018,"All right, Carol, I need you to keep pushing.
"
47019,"I need... Excuse me, can I have this?
"
47020,"Oh, sorry.
"
47021,"All right, all right.
"
